cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896005272008,"MIST BOLO D BEN450 UN"
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896074603451,"PAO DE QJO GOURM 1KG"
19021100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:","Que contenham ovos","Que contenham ovos",7896193800403,"&TALHARIM MASSAS DE"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8001200046098,"MAC AGNESI LASAGNE OVO"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,7891152223149,"PARAFUSO FORTALEZA UN"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8000139001246,"& LASAGNA RICCIA GAROFALO 500GR"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8001200046098,"MAC AGNESI LASAGNE OVO"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,7891152223101,"BUZIOS FORT 500G UN"
19022000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","SEM GTIN","COMIDA A QUILO"
19023000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Outras massas alimentícias","Outras massas alimentícias","Outras massas alimentícias","SEM GTIN","385-YAKISOBA FRANGO GRANDE"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.RAPADURA"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.RAPADURA"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR"
19041000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos à base de cereais, obtidos por expansão ou por torrefação (flocos de milho (corn flakes), por exemplo); cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com exceção da farinha, do grumo e da sêmola), précozidos ou preparados de outro modo, não especificados nem compreendidos noutras posições.","Produtos à base de cereais, obtidos por expansão ou por torrefação","Produtos à base de cereais, obtidos por expansão ou por torrefação","Produtos à base de cereais, obtidos por expansão ou por torrefação",7896006779674,"BISCOITO DE ARROZ"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896213002091,"BISC VIT CRAC 400G UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896024723482,"BISC LEITE MALT"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891152321166,"BISC MARIA 400G FO UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891000018774,"BISC NESTLE BONO UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896024723482,"BISC LEITE MALT"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896003704167,"BISC MAR CH 330G UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891152321166,"BISC MARIA 400G FO UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC PIMENTINHA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI SEQ PINGO OURO"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891000018774,"BISC NESTLE BONO UN"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC CH PETIT BEURRE"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC PIMENTINHA"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN",EMPANADA
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO MILHO BANDEJA UND"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO INTEGRAL MINI UND."
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE QUEIJO SIMPLES"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE MILHO"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA COM RECHEIO -BANDEJA COM 8 UNIDADES"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma",7898253589471,"PAO FORM LIM 350G UN"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE MILHO"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO FRANCES"
19059020,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Bolachas,7896005021101,"BISC PILAR PREMIUM UN"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO ASSADO DIVERSOS PANE HOUSE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE FORMA S CASCA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","BOLO LIMAO C COBERTURA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
