cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv,cnpj,cd_prod_serv,estabelecimento
15079011,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Óleo de soja e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Outros,Outros,"Em recipientes com capacidade inferior ou igual a 5 l",7891107101621,"OLEO SOJA SOYA 900 UN",39346861007840,110037800,"CENCOSUD BRASIL COMERCIAL LTDA"
15091000,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Virgens,Virgens,Virgens,5601216120114,"AZEITE OLIVA ANDOR UN",39346861007840,114043300,"CENCOSUD BRASIL COMERCIAL LTDA"
15091000,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Virgens,Virgens,Virgens,5601252231164,"AZ GALLO 500ML VD UN",39346861007840,109921800,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7893000993174,"LIN SADIA CALABRES KG",39346861007840,113687302,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7894904727209,"LING FGO SEAR 700G UN",39346861007840,165868900,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7893000993174,"LIN SADIA CALABRES KG",39346861007840,113687302,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","SEM GTIN","PEITO PERU DEF LG KG",39346861007840,122651602,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","SEM GTIN","LING AURORA KG KG",39346861007840,119689402,"CENCOSUD BRASIL COMERCIAL LTDA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7898229384734,"LING. PERN C PIMENTA",00063960004864,00000296862,"WMB SUPERMERCADOS DO BRASIL LTDA."
16023230,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus","Com conteúdo de carne ou de miudezas igual ou superior a 25 % e inferior a 57 %, em peso",7893000949270,"NUGGETS SADIA CROC UN",39346861007840,109857500300,"CENCOSUD BRASIL COMERCIAL LTDA"
16023290,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus",Outras,"SEM GTIN",EMBALAGEM,13408943000108,92,"CMP ALIMENTOS EIRELI"
16023290,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus",Outras,"SEM GTIN","TAXA DE SERVICO",13408943000108,99997,"CMP ALIMENTOS EIRELI"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG",39346861007840,119641002,"CENCOSUD BRASIL COMERCIAL LTDA"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG",39346861007840,119641002,"CENCOSUD BRASIL COMERCIAL LTDA"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG",39346861007840,119641002,"CENCOSUD BRASIL COMERCIAL LTDA"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG",39346861007840,119641002,"CENCOSUD BRASIL COMERCIAL LTDA"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG",39346861007840,119641002,"CENCOSUD BRASIL COMERCIAL LTDA"
16024900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Outras, incluindo as misturas","Outras, incluindo as misturas",7894904070565,"COSTELA BBQ 1KG",00063960004864,00000111749,"WMB SUPERMERCADOS DO BRASIL LTDA."
16024900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Outras, incluindo as misturas","Outras, incluindo as misturas","SEM GTIN","PRESUNTO SG SAD KG",26269014000107,376,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
16052900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.",Camarões:,Outros,Outros,"SEM GTIN","ROLINHO CAMARAO",13408943000108,605,"CMP ALIMENTOS EIRELI"
17019900,"Açúcares e produtos de confeitaria.","Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.",Outros:,Outros,Outros,7898920795044,"&ACUCAR CRISTAL",00063960004864,00980000442,"WMB SUPERMERCADOS DO BRASIL LTDA."
17049010,"Açúcares e produtos de confeitaria.","Produtos de confeitaria sem cacau (incluindo o chocolate branco).",Outros,Outros,"Chocolate branco",7610400014571,"CHOC LINDT WHIT100 UN",39346861007840,26886700,"CENCOSUD BRASIL COMERCIAL LTDA"
18063210,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.","Outros, em tabletes, barras e paus:","Não recheados",Chocolate,7610400068505,"CHOC LINDT LIND UN",39346861007840,26885500,"CENCOSUD BRASIL COMERCIAL LTDA"
18069000,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.",Outros,Outros,Outros,"SEM GTIN","KIT PASCOA",00063960004864,00980013855,"WMB SUPERMERCADOS DO BRASIL LTDA."
18069000,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.",Outros,Outros,Outros,7898024395232,"CREME DE AVELA NUTEL",14687255000189,7898024395232,"SUPERMERCADO EFCE PEREIRA LTDA"
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896005272008,"MIST BOLO D BEN450 UN",39346861007840,109969700,"CENCOSUD BRASIL COMERCIAL LTDA"
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896074603451,"PAO DE QJO GOURM 1KG",00063960004864,00000241576,"WMB SUPERMERCADOS DO BRASIL LTDA."
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896353300255,"PAO DE QJO CATUP 1KG",00063960004864,00000192257,"WMB SUPERMERCADOS DO BRASIL LTDA."
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896353300255,"PAO DE QJO CATUP 1KG",00063960004864,00000192257,"WMB SUPERMERCADOS DO BRASIL LTDA."
19021100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:","Que contenham ovos","Que contenham ovos",7896193800403,"&TALHARIM MASSAS DE",00063960004864,00000313929,"WMB SUPERMERCADOS DO BRASIL LTDA."
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8001200046098,"MAC AGNESI LASAGNE OVO",12765924000249,7446,"CARBALLO FARO IMPORT. E DIST. LTDA - 20"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8001200046098,"MAC AGNESI LASAGNE OVO",12765924000249,7446,"CARBALLO FARO IMPORT. E DIST. LTDA - 20"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,8000139001246,"& LASAGNA RICCIA GAROFALO 500GR",12765924000249,13804,"CARBALLO FARO IMPORT. E DIST. LTDA - 20"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,7891152223149,"PARAFUSO FORTALEZA UN",39346861007840,110035800,"CENCOSUD BRASIL COMERCIAL LTDA"
19021900,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo:",Outras,Outras,7891152223101,"BUZIOS FORT 500G UN",39346861007840,112987700,"CENCOSUD BRASIL COMERCIAL LTDA"
19022000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)","SEM GTIN","COMIDA A QUILO",33224100000150,477,"RSS COMERCIAL DE ALIMENTOS EIRELI"
19023000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.","Outras massas alimentícias","Outras massas alimentícias","Outras massas alimentícias","SEM GTIN","385-YAKISOBA FRANGO GRANDE",13408943000108,385,"CMP ALIMENTOS EIRELI"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR",10820277000114,8075,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.RAPADURA",10820277000114,8074,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR",10820277000114,8075,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.RAPADURA",10820277000114,8074,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19030000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.","SEM GTIN","TAPIOCA C.COCO ACUCAR",10820277000114,8075,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19041000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos à base de cereais, obtidos por expansão ou por torrefação (flocos de milho (corn flakes), por exemplo); cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com exceção da farinha, do grumo e da sêmola), précozidos ou preparados de outro modo, não especificados nem compreendidos noutras posições.","Produtos à base de cereais, obtidos por expansão ou por torrefação","Produtos à base de cereais, obtidos por expansão ou por torrefação","Produtos à base de cereais, obtidos por expansão ou por torrefação",7896006779674,"BISCOITO DE ARROZ",00063960004864,00000314107,"WMB SUPERMERCADOS DO BRASIL LTDA."
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG",26269014000107,436,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG",26269014000107,436,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG",26269014000107,436,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG",26269014000107,436,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
19052090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Pão de especiarias","Pão de especiarias",Outros,"SEM GTIN","PAO KG",26269014000107,436,"DELI FRUTA COMERCIAL DE ALIMENTOS EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA",10820277000114,4004,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896024723482,"BISC LEITE MALT",00063960004864,00000255639,"WMB SUPERMERCADOS DO BRASIL LTDA."
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC CH PETIT BEURRE",00063960004864,00980010212,"WMB SUPERMERCADOS DO BRASIL LTDA."
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC PIMENTINHA",10820277000114,4023,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891000018774,"BISC NESTLE BONO UN",39346861007840,109891600200,"CENCOSUD BRASIL COMERCIAL LTDA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BISC PIMENTINHA",10820277000114,4023,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891000018774,"BISC NESTLE BONO UN",39346861007840,109891600200,"CENCOSUD BRASIL COMERCIAL LTDA"
